Probeset	Gene Symbol	EntrezsA	logFC	AveExpr	t	P.Value	adj.P.Val	B
204662_at	CCP110	9738	0,385570163	8,352135219	1,616932908	0,124207984	0,299234888	-5,26032694
209747_at	TGFB3	7043	-0,357497303	8,863058294	-1,615674352	0,124481311	0,299777224	-5,26214878
214306_at	OPA1	4976	0,52954985	7,601994068	1,615321222	0,124558094	0,299846003	-5,262659773
203304_at	BAMBI	25805	-0,872272171	10,10856729	-1,614849519	0,124660721	0,299940976	-5,263342219
212694_s_at	PCCB	5096	-0,481229177	9,69248854	-1,61450027	0,124736753	0,299940976	-5,263847408
209555_s_at	CD36	948	0,966404012	7,695499442	1,614435259	0,12475091	0,299940976	-5,263941438
209706_at	NKX3-1	4824	-0,402206206	7,14098155	-1,614253511	0,124790496	0,299940976	-5,264204298
212533_at	WEE1	7465	-0,494135922	9,402112354	-1,61366099	0,124919625	0,30009643	-5,265061102
214016_s_at	SFPQ	6421	0,465819874	9,055807717	1,613435857	0,124968719	0,30009643	-5,265386591
219225_at	PGBD5	79605	0,655290476	7,414218369	1,613292628	0,124999961	0,30009643	-5,26559365
219263_at	RNF128	79589	-0,870450988	6,753711144	-1,6124795	0,125177449	0,300406552	-5,266768891
203983_at	TSNAX	7257	0,542495179	8,985921808	1,612014513	0,125279041	0,300534367	-5,267440757
203204_s_at	KDM4A	9682	-0,329500962	8,873769198	-1,61058643	0,125591494	0,301167725	-5,269503332
213387_at	ATAD2B	54454	0,39998524	7,625357573	1,609308096	0,125871744	0,301723401	-5,271348495
40020_at	CELSR3	1951	-0,309966639	7,712529986	-1,609054756	0,125927346	0,301740362	-5,271714041
206082_at	HCP5	10866	0,662029831	8,497794163	1,608572149	0,126033326	0,301832039	-5,272410283
204998_s_at	ATF5	22809	0,410920332	8,551992109	1,608438494	0,12606269	0,301832039	-5,272603076
218492_s_at	THAP7	80764	-0,3157785	7,994953716	-1,607208397	0,126333213	0,302284654	-5,2743769
220751_s_at	FAXDC2	10826	-0,389773737	8,024449515	-1,607136875	0,126348957	0,302284654	-5,274480006
200049_at	KAT7	11143	-0,480215735	8,844481573	-1,606431482	0,126504325	0,302292858	-5,275496716
220187_at	STEAP4	79689	-0,531445301	4,875284366	-1,606312669	0,126530511	0,302292858	-5,275667934
218436_at	SIL1	64374	-0,496053794	9,10246609	-1,606247207	0,12654494	0,302292858	-5,275762266
218563_at	NDUFA3	4696	-0,355971862	10,16894297	-1,606022168	0,126594554	0,302292858	-5,276086527
213263_s_at	PCBP2	5094	-0,394095972	8,003936512	-1,606018038	0,126595465	0,302292858	-5,276092477
202758_s_at	RFXANK	8625	0,503209158	8,410366732	1,605450526	0,126720658	0,302469531	-5,276910063
203482_at	SLF2	55719	0,347123502	7,228362476	1,605235777	0,126768059	0,302469531	-5,277219387
212121_at	TCTN3	26123	-0,366487851	8,917586002	-1,605010893	0,126817713	0,302469531	-5,277543276
202878_s_at	CD93	22918	0,536497846	9,722297778	1,604655691	0,126896175	0,302469531	-5,278054787
218324_s_at	SPATS2	65244	-0,453459924	7,418598804	-1,604365824	0,126960235	0,302469531	-5,278472151
212216_at	PREPL	9581	-0,671634486	8,477500978	-1,604360925	0,126961318	0,302469531	-5,278479205
202729_s_at	LTBP1	4052	0,552874631	9,946371895	1,603622259	0,127124688	0,302713906	-5,27954252
204559_s_at	LSM7	51690	0,574199159	8,603299936	1,603398803	0,127174144	0,302713906	-5,279864115
208056_s_at	CBFA2T3	863	-0,424013002	7,19105555	-1,603237093	0,127209945	0,302713906	-5,280096826
209550_at	NDN	4692	0,466869624	9,094522375	1,602759413	0,127315747	0,302829016	-5,280784137
213279_at	DHRS1	115817	-0,464385985	9,368216529	-1,602579023	0,127355722	0,302829016	-5,281043653
212122_at	RHOQ	23433	0,41391326	6,292400864	1,599484526	0,12804312	0,304347141	-5,285492181
203624_at	AKAP17A	8227	0,333291132	8,645065932	1,59779582	0,128419565	0,304889558	-5,287917138
212543_at	AIM1	202	-0,656655164	9,314946219	-1,597654662	0,128451075	0,304889558	-5,288119755
212211_at	ANKRD17	26057	-0,439273089	9,139376499	-1,59765353	0,128451327	0,304889558	-5,288121379
204602_at	DKK1	22943	-1,150607181	6,917775955	-1,597581286	0,128467456	0,304889558	-5,288225072
201587_s_at	IRAK1	3654	0,488970299	10,66420741	1,596795133	0,12864308	0,305119551	-5,289353224
205695_at	SDS	10993	0,494264078	8,176557313	1,59670823	0,128662506	0,305119551	-5,289477908
219210_s_at	RAB8B	51762	0,344965742	7,533056977	1,596427365	0,128725307	0,305152101	-5,289880843
215039_at	LINC01140	339524	0,472501398	6,586958415	1,595566317	0,128918	0,305492424	-5,291115796
203473_at	SLCO2B1	11309	0,441113752	9,273081369	1,595075579	0,12902793	0,305555094	-5,291819414
219003_s_at	MANEA	79694	0,407313331	5,261984263	1,59500955	0,129042727	0,305555094	-5,291914074
206637_at	P2RY14	9934	0,757787331	6,045615778	1,594416618	0,129175669	0,305753448	-5,292763981
204500_s_at	AGTPBP1	23287	0,411409511	7,079154755	1,593284488	0,129429826	0,306238454	-5,294386127
218392_x_at	SFXN1	94081	0,399182942	7,74467502	1,592786047	0,129541857	0,306386942	-5,295100038
204187_at	GMPR	2766	-0,657234187	7,382226311	-1,592383917	0,129632301	0,306484278	-5,295675885
212437_at	CENPB	1059	-0,338745974	6,799914519	-1,589674557	0,130243063	0,307811238	-5,299552875
201146_at	NFE2L2	4780	0,413282563	10,2297262	1,589242201	0,130340752	0,307925075	-5,300171111
220992_s_at	TRMT1L	81627	0,375382458	5,918574986	1,587489278	0,130737453	0,308487719	-5,302676386
203386_at	TBC1D4	9882	0,601948624	8,691172746	1,587361598	0,130766388	0,308487719	-5,302858786
205348_s_at	DYNC1I1	1780	0,494361069	7,538458841	1,587326044	0,130774447	0,308487719	-5,302909576
205607_s_at	SCYL3	57147	-0,48888088	8,589699632	-1,587313188	0,13077736	0,308487719	-5,30292794
219279_at	DOCK10	55619	0,523417718	6,605477282	1,586794738	0,130894916	0,308647927	-5,303668458
214864_s_at	GRHPR	9380	0,423677207	9,886376943	1,586197635	0,131030415	0,308850312	-5,304521096
204566_at	PPM1D	8493	0,731926993	7,61127091	1,58553546	0,13118082	0,309087662	-5,305466378
200657_at	SLC25A5	292	0,363601365	12,46441735	1,584992712	0,131304208	0,309261198	-5,306240956
201678_s_at	HMCES	56941	0,447406649	9,176298706	1,584126809	0,131501264	0,309608049	-5,307476319
204249_s_at	LMO2	4005	0,391248946	8,517904134	1,582798051	0,131804138	0,310203683	-5,309371055
210041_s_at	PGM3	5238	-0,484817256	8,291965736	-1,582392614	0,13189667	0,310304007	-5,309948952
209561_at	THBS3	7059	0,388324349	8,350258912	1,58151379	0,132097429	0,310632573	-5,311201225
214953_s_at	APP	351	-0,589027805	9,851421082	-1,581344015	0,132136242	0,310632573	-5,311443086
212544_at	ZNHIT3	9326	0,494314746	8,852407701	1,580956731	0,132224818	0,310706221	-5,311994736
213292_s_at	SNX13	23161	-0,366512108	8,097750874	-1,580557071	0,132316276	0,310706221	-5,312563909
219358_s_at	ADAP2	55803	0,410699066	8,199544698	1,580551823	0,132317477	0,310706221	-5,312571384
202464_s_at	PFKFB3	5209	0,581866813	10,220926	1,579898453	0,132467111	0,310940164	-5,313501646
203650_at	PROCR	10544	0,51245447	7,049580806	1,579441784	0,132571781	0,311068429	-5,314151681
202868_s_at	POP4	10775	0,573777079	9,668860081	1,578849269	0,132707692	0,311269871	-5,314994872
202370_s_at	CBFB	865	0,439564999	10,98488219	1,577934674	0,132917712	0,311644921	-5,31629595
219681_s_at	RAB11FIP1	80223	-0,811388905	8,820979451	-1,577332886	0,133056054	0,311851693	-5,317151732
218113_at	TMEM2	23670	0,403348473	8,303573454	1,576729089	0,13319498	0,312059678	-5,318010129
205128_x_at	PTGS1	5742	0,342456852	8,768777578	1,576421038	0,133265906	0,312108249	-5,318447981
213624_at	SMPDL3A	10924	-0,701227161	8,325984415	-1,575755824	0,133419173	0,312349556	-5,319393274
218849_s_at	PPP1R13L	10848	-0,334347254	8,09716712	-1,575470319	0,133485	0,312386049	-5,319798895
218967_s_at	PTER	9317	-0,642313895	7,720852319	-1,574338498	0,133746226	0,31261652	-5,32140636
207908_at	KRT2	3849	-0,290119301	7,32286749	-1,574311798	0,133752394	0,31261652	-5,32144427
217978_s_at	UBE2Q1	55585	0,453882794	10,60510302	1,574196231	0,133779092	0,31261652	-5,321608354
204540_at	EEF1A2	1917	-0,792416761	6,412024683	-1,574172448	0,133784587	0,31261652	-5,321642119
201648_at	JAK1	3716	-0,422370308	10,80493221	-1,573604588	0,133915843	0,312783491	-5,322448235
200904_at	HLA-E	3133	0,501175049	9,965347276	1,573428149	0,133956648	0,312783491	-5,322698658
219099_at	TIGAR	57103	0,503776717	8,368849865	1,572730644	0,134118061	0,313042832	-5,323688437
212621_at	NEMP1	23306	0,339680023	7,682771601	1,571913327	0,134307409	0,313280252	-5,324847818
218682_s_at	SLC4A1AP	22950	0,399676886	7,876955923	1,571760357	0,134342872	0,313280252	-5,325064759
203612_at	BYSL	705	0,35927823	8,856110806	1,571639364	0,134370928	0,313280252	-5,32523634
220417_s_at	THAP4	51078	-0,314048597	7,974739605	-1,571178168	0,134477915	0,313412173	-5,325890275
200005_at	EIF3D	8664	0,4027072	10,84896357	1,570796258	0,134566564	0,313501273	-5,326431681
203760_s_at	SLA	6503	0,427663289	8,416741254	1,570230973	0,134697869	0,313650125	-5,327232866
222155_s_at	SLC52A2	79581	-0,60763795	8,119332454	-1,570086939	0,134731342	0,313650125	-5,327436972
211730_s_at	POLR2L	5441	-0,439991863	10,27346727	-1,568611336	0,135074674	0,314317079	-5,329527211
203021_at	SLPI	6590	-1,168235696	10,01226159	-1,56842133	0,135118937	0,314317079	-5,329796254
41577_at	PPP1R16B	26051	0,408621275	5,629668112	1,567251187	0,135391796	0,314834027	-5,331452613
219659_at	ATP8A2	51761	-0,404388033	6,546788109	-1,565920202	0,135702724	0,31543908	-5,33333553
212794_s_at	KIAA1033	23325	-0,364208588	8,191689842	-1,564278545	0,136087055	0,316188441	-5,335656312
208645_s_at	RPS14	6208	0,478751687	12,35091342	1,564108989	0,136126802	0,316188441	-5,335895908
200852_x_at	GNB2	2783	-0,370846043	9,612817606	-1,56330477	0,136315459	0,316290677	-5,337032066
202212_at	PES1	23481	0,30315966	8,431482153	1,563174441	0,136346053	0,316290677	-5,337216148
204695_at	CDC25A	993	0,374016941	8,415012465	1,562989947	0,136389371	0,316290677	-5,337476713
204225_at	HDAC4	9759	0,488053827	7,000434072	1,56256487	0,136489222	0,316290677	-5,338076974
206191_at	ENTPD3	956	-0,480832795	7,979773065	-1,562400752	0,13652779	0,316290677	-5,338308697
219376_at	ZNF322	79692	0,362570041	6,682709178	1,562201139	0,136574711	0,316290677	-5,338590512
219733_s_at	SLC27A5	10998	0,331445025	7,304482028	1,561959013	0,136631644	0,316290677	-5,338932309
209546_s_at	APOL1	8542	0,459107038	8,950435922	1,561806318	0,136667558	0,316290677	-5,339147842
213488_at	SNED1	25992	-0,35474293	7,732333058	-1,561726784	0,136686268	0,316290677	-5,339260099
219690_at	IGFLR1	79713	0,429387895	8,095927226	1,561684583	0,136696197	0,316290677	-5,339319663
212160_at	XPOT	11260	0,440571848	9,528809205	1,561539417	0,136730354	0,316290677	-5,339524541
202151_s_at	UBAC1	10422	0,355144013	8,933926433	1,561147472	0,136822613	0,316315286	-5,340077638
219162_s_at	MRPL11	65003	0,405528014	9,075388587	1,561020933	0,136852409	0,316315286	-5,340256182
207606_s_at	ARHGAP12	94134	-0,471463549	7,731602717	-1,560748081	0,136916678	0,316315286	-5,340641135
202200_s_at	SRPK1	6732	0,452448841	8,994890865	1,5606301	0,136944476	0,316315286	-5,340807573
204194_at	BACH1	571	0,462259259	7,526475953	1,560165651	0,137053951	0,3164506	-5,341462689
218756_s_at	DHRS11	79154	0,387568874	7,685708448	1,558884987	0,137356197	0,316914226	-5,343268343
202095_s_at	BIRC5	332	0,598735083	9,117435488	1,558787464	0,137379236	0,316914226	-5,3434058
212816_s_at	CBS	875	0,498654634	7,478452537	1,558667218	0,137407648	0,316914226	-5,343575274
221816_s_at	PHF11	51131	0,583829417	10,39774402	1,558100465	0,137541626	0,317065701	-5,344373923
203408_s_at	SATB1	6304	0,448218102	8,205651998	1,557849562	0,137600974	0,317065701	-5,344727418
210149_s_at	ATP5H	10476	-0,618171123	10,25559164	-1,557594973	0,137661216	0,317065701	-5,345086063
202826_at	SPINT1	6692	-0,54962246	8,712858315	-1,557527055	0,13767729	0,317065701	-5,345181734
203823_at	RGS3	5998	-0,352189005	9,517900648	-1,556599655	0,137896943	0,317453977	-5,346487769
213822_s_at	UBE3B	89910	-0,478637792	8,359926393	-1,555970872	0,138046036	0,317679591	-5,34737294
203758_at	CTSO	1519	-0,490255568	9,760053022	-1,555157911	0,138239001	0,317936505	-5,348516993
204563_at	SELL	6402	1,007169036	8,189511475	1,555041518	0,138266647	0,317936505	-5,348680752
200028_s_at	STARD7	56910	0,348432831	11,71944489	1,554854521	0,138311072	0,317936505	-5,348943828
203367_at	DUSP14	11072	0,448334093	9,173689164	1,554338573	0,138433709	0,318094082	-5,349669567
202887_s_at	DDIT4	54541	0,613101871	10,33974106	1,554135781	0,138481936	0,318094082	-5,349954769
213377_x_at	RPS12	6206	0,294088707	13,35688305	1,553697711	0,138586164	0,318215941	-5,350570763
213988_s_at	SAT1	6303	0,46729326	10,30633224	1,553012765	0,138749262	0,318472835	-5,351533642
218726_at	HJURP	55355	0,355899902	7,785604768	1,552222525	0,138937632	0,318787527	-5,352644147
207358_x_at	MACF1	23499	0,355807733	8,805942821	1,551963886	0,138999331	0,318811449	-5,353007515
213236_at	SASH1	23328	-0,357460476	7,728149163	-1,551311688	0,139155015	0,319050843	-5,353923601
55692_at	ELMO2	63916	-0,512742331	8,091838723	-1,550644677	0,139314387	0,319298511	-5,354860197
204882_at	ARHGAP25	9938	0,473168474	8,404983675	1,549878935	0,139497538	0,319600476	-5,355935056
221796_at	NTRK2	4915	1,354516102	5,560765795	1,549261085	0,139645463	0,319805659	-5,356802032
203649_s_at	PLA2G2A	5320	0,826923381	7,810133946	1,549075338	0,13968996	0,319805659	-5,357062625
204686_at	IRS1	3667	-0,881283894	7,674861702	-1,548520173	0,139823025	0,319992479	-5,35784135
208999_at	SEPT8	23176	0,30716428	9,855933057	1,548022249	0,13994246	0,320147982	-5,358539606
218512_at	WDR12	55759	0,371648109	9,522913649	1,547798363	0,13999619	0,320153112	-5,358853514
212021_s_at	MKI67	4288	0,513587272	8,481751014	1,546903334	0,140211162	0,320526839	-5,360108087
210606_x_at	KLRD1	3824	0,307577687	8,324260385	1,545789754	0,140479011	0,320915112	-5,361668247
213327_s_at	USP12	219333	0,369137551	8,410001024	1,545768081	0,140484229	0,320915112	-5,361698604
218454_at	PLBD1	79887	0,587263978	10,62337604	1,544902457	0,14069274	0,321273396	-5,362910776
204780_s_at	FAS	355	0,56307687	8,627381392	1,544652151	0,140753082	0,321293196	-5,363261196
200816_s_at	PAFAH1B1	5048	0,395167005	9,375321068	1,544169273	0,140869552	0,321441055	-5,363937088
218459_at	TOR3A	64222	0,429703635	8,857892291	1,543295391	0,141080537	0,321804395	-5,365159873
218078_s_at	ZDHHC3	51304	-0,343465975	8,751616522	-1,5418219	0,141436888	0,322498925	-5,367220491
221844_x_at	SPCS3	60559	-0,417051862	10,64068904	-1,541553904	0,141501781	0,32252862	-5,367595115
212848_s_at	C9orf3	84909	0,501849998	8,07368812	1,54073904	0,141699248	0,32286036	-5,368733886
218243_at	RUFY1	80230	0,370325267	9,479726088	1,539647634	0,14196409	0,323345316	-5,370258417
203854_at	CFI	3426	0,452529608	8,856414266	1,538782869	0,14217423	0,323705368	-5,37146579
205660_at	OASL	8638	0,431600591	8,413702958	1,538489543	0,142245567	0,323749245	-5,371875212
200777_s_at	BZW1	9689	-0,317763204	11,31711874	-1,53808605	0,142343747	0,32385416	-5,372438308
209803_s_at	PHLDA2	7262	-0,769395193	8,370091065	-1,537713127	0,142434539	0,323942195	-5,372958643
214481_at	HIST1H2AM	8336	-0,428338627	6,393590221	-1,537023098	0,14260266	0,324205975	-5,373921184
218926_at	MYNN	55892	0,409877902	8,286011443	1,535794323	0,142902456	0,324768812	-5,375634433
210357_s_at	SMOX	54498	-0,566395704	8,514425583	-1,535172009	0,143054488	0,324995545	-5,376501716
209393_s_at	EIF4E2	9470	0,328638297	9,470980397	1,532411261	0,143730574	0,326412239	-5,380346023
217791_s_at	ALDH18A1	5832	-0,395122963	8,654069842	-1,531870011	0,143863435	0,326481317	-5,381099097
212646_at	RFTN1	23180	0,52134435	9,451508461	1,531804125	0,143879615	0,326481317	-5,381190754
209201_x_at	CXCR4	7852	0,551628773	9,977946912	1,531602717	0,143929085	0,326481317	-5,381470925
221256_s_at	HDHD3	81932	-0,33542183	7,386469653	-1,531432053	0,143971015	0,326481317	-5,381708309
201884_at	CEACAM5	1048	-1,373056775	8,459099237	-1,531050862	0,144064706	0,32656748	-5,382238448
205713_s_at	COMP	1311	-1,139821462	8,135906916	-1,530850182	0,14411405	0,32656748	-5,382517502
214023_x_at	TUBB2B	347733	1,423932182	5,686406246	1,530349222	0,144237291	0,326574528	-5,38321399
206440_at	LIN7A	8825	-0,372886677	6,189010499	-1,530102875	0,144297927	0,326574528	-5,383556426
201116_s_at	CPE	1363	-0,530324659	8,436242883	-1,529926232	0,144341419	0,326574528	-5,383801942
213435_at	SATB2	23314	0,396669553	6,831526924	1,529738487	0,144387657	0,326574528	-5,384062868
203213_at	CDK1	983	0,625934141	10,37498264	1,529644957	0,144410696	0,326574528	-5,384192844
218539_at	FBXO34	55030	0,357995993	8,795997823	1,529557322	0,144432286	0,326574528	-5,384314625
212502_at	ADO	84890	0,510836548	9,492081721	1,529294765	0,144496985	0,326602056	-5,384679449
212428_at	KIAA0368	23392	-0,360760682	9,454867304	-1,528396336	0,14471856	0,326936435	-5,385927462
221410_x_at	PCDHB3	56132	-0,359651612	7,285677879	-1,528268619	0,144750081	0,326936435	-5,386104829
201038_s_at	ANP32A	8125	0,526594366	8,38536564	1,527977724	0,144821897	0,326979868	-5,386508769
211470_s_at	SULT1C2	6819	-0,786190494	6,666606166	-1,527159947	0,145023948	0,327021005	-5,387644034
209732_at	CLEC2B	9976	0,475256557	9,612059689	1,527051169	0,145050842	0,327021005	-5,387795008
221963_x_at	ZNF587B	100293516	-0,371152856	8,474133638	-1,526994408	0,145064877	0,327021005	-5,387873785
201487_at	CTSC	1075	0,644815904	11,37695824	1,526900704	0,145088049	0,327021005	-5,388003827
206693_at	IL7	3574	0,290602982	4,995326948	1,526839927	0,14510308	0,327021005	-5,388088171
201315_x_at	IFITM2	10581	0,388161804	12,09070586	1,526226604	0,145254839	0,327244417	-5,38893917
204083_s_at	TPM2	7169	0,730438432	8,971487703	1,525788761	0,145363259	0,327344061	-5,389546529
218435_at	DNAJC15	29103	-0,712295057	9,222630733	-1,525622861	0,145404358	0,327344061	-5,389776626
202188_at	NUP93	9688	0,361881042	9,26184517	1,524844538	0,1455973	0,327659794	-5,390855872
203565_s_at	MNAT1	4331	-0,393967478	7,31511576	-1,524406154	0,145706067	0,327731029	-5,391463566
203874_s_at	SMARCA1	6594	0,652352345	8,073238959	1,524292136	0,145734367	0,327731029	-5,391621598
218053_at	PRPF40A	55660	0,400470489	10,47749617	1,523667096	0,145889588	0,327961481	-5,392487761
204860_s_at	NAIP	4671	0,535119112	7,239934814	1,522065524	0,146287946	0,328623269	-5,394705947
212822_at	HEG1	57493	0,404404478	9,049394728	1,522058576	0,146289677	0,328623269	-5,394715567
205352_at	SERPINI1	5274	-0,533271055	7,576396316	-1,521562473	0,146413257	0,328756826	-5,395402312
213651_at	INPP5J	27124	-0,317031986	7,577008776	-1,521395484	0,146454874	0,328756826	-5,395633435
211799_x_at	HLA-C	3107	0,433368701	9,492599198	1,520674748	0,146634609	0,329041501	-5,396630752
201705_at	PSMD7	5713	-0,34512315	10,39435642	-1,520275755	0,146734188	0,329146169	-5,397182705
218919_at	ZFAND1	79752	0,496683094	9,310006667	1,519240432	0,146992841	0,329409097	-5,398614421
218713_at	ICE2	79664	0,347704787	7,182924543	1,519208682	0,147000779	0,329409097	-5,398658315
202178_at	PRKCZ	5590	-0,350253492	8,741046956	-1,519129181	0,147020658	0,329409097	-5,398768223
201634_s_at	CYB5B	80777	0,353389126	6,942703864	1,518958632	0,147063309	0,329409097	-5,399003986
205854_at	TULP3	7289	0,363888532	7,694191376	1,51861824	0,147148465	0,329478681	-5,399474477
218219_s_at	LANCL2	55915	-0,350777274	8,143672503	-1,518410925	0,14720035	0,329478681	-5,399760989
209696_at	FBP1	2203	-0,610879142	9,416446507	-1,517698169	0,147378847	0,329759507	-5,400745802
212760_at	UBR2	23304	0,340790586	9,241615628	1,517286452	0,147482036	0,329871691	-5,401314511
213065_at	ZFC3H1	196441	0,296818514	8,728723088	1,51706995	0,147536323	0,329874453	-5,40161352
201600_at	PHB2	11331	0,424717268	11,63651575	1,516484841	0,147683118	0,330083978	-5,402421449
205321_at	EIF2S3	1968	0,508708807	8,446028996	1,515542648	0,147919756	0,330494087	-5,40372195
220985_s_at	RNF170	81790	-0,602983717	5,846040867	-1,514574658	0,148163202	0,330919105	-5,405057421
201136_at	PLP2	5355	0,348621773	10,51881995	1,514281809	0,148236918	0,330964867	-5,405461319
209510_at	RNF139	11236	-0,383386805	9,973135401	-1,513608019	0,14840664	0,331224871	-5,406390384
217867_x_at	BACE2	25825	0,416747995	9,668261575	1,512621734	0,148655369	0,331660957	-5,407749772
209065_at	UQCRB	7381	0,40552881	8,606487601	1,511954954	0,14882372	0,331917463	-5,408668409
205379_at	CBR3	874	-0,459703741	9,144747936	-1,511534764	0,148929891	0,332035161	-5,409247155
201629_s_at	ACP1	52	0,52346595	8,301127001	1,510771793	0,149122837	0,332346165	-5,410297718
221014_s_at	RAB33B	83452	-0,437331306	7,197480847	-1,509303612	0,149494706	0,332717661	-5,412318177
212989_at	SGMS1	259230	-0,752138948	7,574417108	-1,509295647	0,149496725	0,332717661	-5,412329135
209656_s_at	TMEM47	83604	0,585318826	8,926318102	1,509163943	0,149530122	0,332717661	-5,412510308
58994_at	CC2D1A	54862	-0,301900379	5,782528828	-1,509082395	0,149550804	0,332717661	-5,41262248
217936_at	ARHGAP5	394	0,39120933	6,884809346	1,50903612	0,149562541	0,332717661	-5,41268613
212106_at	FAF2	23197	-0,331132019	8,030097716	-1,508846752	0,149610579	0,332717661	-5,412946589
222025_s_at	OPLAH	26873	-0,429761539	6,947599133	-1,507701812	0,149901297	0,333058843	-5,414520819
217418_x_at	MS4A1	931	0,505237708	7,165046814	1,507638196	0,149917464	0,333058843	-5,41460826
214663_at	DSTYK	25778	0,390271761	6,951980746	1,507609777	0,149924687	0,333058843	-5,414647322
212205_at	H2AFV	94239	-0,419440678	9,913949436	-1,506265294	0,150266716	0,333560737	-5,416494668
217356_s_at	PGK1	5230	-0,43480327	10,02898644	-1,506239673	0,15027324	0,333560737	-5,416529859
209763_at	CHRDL1	91851	0,671243349	7,17382979	1,506089264	0,150311545	0,333560737	-5,416736445
212936_at	FAM172A	83989	-0,338411136	7,5352659	-1,50540509	0,150485886	0,333772831	-5,417675949
217993_s_at	MAT2B	27430	0,350247114	10,78515449	1,505292954	0,150514477	0,333772831	-5,417829903
201801_s_at	SLC29A1	2030	-0,294003272	6,886654115	-1,504406927	0,15074054	0,334154966	-5,419046039
219848_s_at	ZNF432	9668	-0,448347173	7,898910136	-1,50410482	0,150817685	0,334206831	-5,419460579
201765_s_at	HEXA	3073	0,406849322	9,969133086	1,50280403	0,151150224	0,334824401	-5,421244749
211038_s_at	CROCCP2	84809	0,538121146	7,975586382	1,502383673	0,151257816	0,334943411	-5,421821061
217882_at	EMC3	55831	-0,386750033	9,832575424	-1,501619243	0,151453637	0,335192314	-5,422868787
212798_s_at	ANKMY2	57037	-0,49873497	8,612458127	-1,50152407	0,151478032	0,335192314	-5,422999202
208782_at	FSTL1	11167	0,414104434	11,70011841	1,500229744	0,151810118	0,335699771	-5,424772188
208553_at	HIST1H1E	3008	0,452616617	7,04194297	1,500209428	0,151815336	0,335699771	-5,424800009
213057_at	ATPAF2	91647	-0,356978942	6,542998165	-1,498933527	0,152143295	0,336305371	-5,4265466
202706_s_at	UMPS	7372	0,312449859	9,105011585	1,498519612	0,152249815	0,336382619	-5,427112968
203288_at	KIAA0355	9710	0,418045575	8,496572848	1,49805598	0,152369202	0,336382619	-5,427747223
200723_s_at	CAPRIN1	4076	-0,395888951	10,54439298	-1,497920496	0,152404104	0,336382619	-5,427932539
201331_s_at	STAT6	6778	0,431122557	9,733976508	1,497876448	0,152415453	0,336382619	-5,427992785
205483_s_at	ISG15	9636	0,927619702	9,381439874	1,497747295	0,152448733	0,336382619	-5,428169425
218368_s_at	TNFRSF12A	51330	-0,353425915	9,11542375	-1,496956106	0,152652735	0,336713269	-5,429251268
219717_at	DCAF16	54876	-0,317202061	6,640794944	-1,496074152	0,152880407	0,336995057	-5,430456706
213475_s_at	ITGAL	3683	0,319817584	6,638095474	1,495818997	0,152946326	0,336995057	-5,430805346
204469_at	PTPRZ1	5803	0,872030427	4,96490677	1,49577445	0,152957837	0,336995057	-5,430866209
202574_s_at	CSNK1G2	1455	-0,276857731	7,720142809	-1,495323001	0,153074534	0,336995057	-5,431482937
220525_s_at	AUP1	550	0,29843784	9,347129122	1,495203791	0,153105362	0,336995057	-5,431645767
204817_at	ESPL1	9700	0,353496644	8,255593832	1,495202612	0,153105667	0,336995057	-5,431647377
218375_at	NUDT9	53343	-0,386703957	9,813628323	-1,494761545	0,153219771	0,33712687	-5,432249748
201137_s_at	HLA-DPB1	3115	0,555892021	11,89079142	1,494173931	0,153371895	0,337342216	-5,433052049
210820_x_at	COQ7	10229	-0,31196669	7,578824448	-1,493879898	0,153448063	0,337390403	-5,433453418
218548_x_at	TEX264	51368	-0,49460839	8,13059999	-1,493235991	0,153614974	0,337582121	-5,43433217
209233_at	EMG1	10436	0,407504529	10,25392646	1,493124687	0,153643841	0,337582121	-5,43448404
203257_s_at	C11orf49	79096	-0,312382822	7,827358829	-1,492228441	0,153876448	0,337939406	-5,435706612
202020_s_at	LANCL1	10314	0,351891212	10,00515484	1,492056387	0,153921136	0,337939406	-5,435941248
204043_at	TCN2	6948	0,287310113	7,752036773	1,49187023	0,153969498	0,337939406	-5,436195092
209748_at	SPAST	6683	0,328830025	7,427515703	1,491475409	0,154072112	0,338045304	-5,436733394
205733_at	BLM	641	0,38128236	8,166879084	1,490203304	0,154403116	0,338652055	-5,438467045
202605_at	GUSB	2990	-0,405454994	11,32057236	-1,489403071	0,15461164	0,338989836	-5,439557041
212888_at	DICER1	23405	0,516755437	7,794995485	1,488683758	0,154799276	0,3392816	-5,440536433
217963_s_at	BEX3	27018	0,574531534	12,02147719	1,488095609	0,154952838	0,339498501	-5,441336968
214909_s_at	DDAH2	23564	0,467269808	8,253666238	1,487763286	0,155039661	0,339518479	-5,441789189
212426_s_at	YWHAQ	10971	0,314795448	12,03430002	1,487642753	0,155071161	0,339518479	-5,441953189
52940_at	SIGIRR	59307	-0,396183437	8,706317761	-1,486729143	0,155310099	0,339838166	-5,443195943
203231_s_at	ATXN1	6310	-0,409713834	6,685566522	-1,486666543	0,155326482	0,339838166	-5,443281075
201506_at	TGFBI	7045	0,462351438	10,8794668	1,486317423	0,155417876	0,339918521	-5,443755801
213068_at	DPT	1805	0,842770191	9,097207499	1,485651093	0,155592435	0,340180647	-5,444661627
212992_at	AHNAK2	113146	0,913251697	7,381992043	1,484964163	0,15577256	0,340443933	-5,445595132
